Categoria,Consumo_Agua_Litros,Consumo_Energia_kWh,Custo_Produção,Data_Compra,Data_Receção,Emissao_Gases_CO2e_kg,Fabricante,País_Fabricante,Preço_Unitário,Produto,Produto_ID,Quantidade_Vendida,Região_Fabricante,Indice
Beleza,3.17,11.19,46.32,2023-08-12 01:00:00,2023-08-26 01:00:00,0.56,StyleSupplies,Portugal,92.64,Cremes 3,57,2,Faro,0.9664355163794559
Beleza,6.13,10.65,46.33,2023-09-03 01:00:00,2023-09-17 01:00:00,7.29,TechWorld,França,91.84,Cremes 2,56,6,Paris,0.6207956775249687
Beleza,6.13,10.65,46.33,2023-09-23 01:00:00,2023-10-01 01:00:00,7.29,TechWorld,França,91.84,Cremes 2,56,3,Paris,0.6207956775249687
Beleza,9.03,13.28,46.35,2023-10-18 01:00:00,2023-10-25 01:00:00,6.51,StyleSupplies,Alemanha,69.7,Cremes 3,57,5,Hamburgo,0.6533779982627019
Beleza,9.03,13.28,46.35,2023-03-25 00:00:00,2023-03-31 01:00:00,6.51,StyleSupplies,Alemanha,69.7,Cremes 3,57,4,Hamburgo,0.6533779982627019
Beleza,9.03,13.28,46.35,2023-08-27 01:00:00,2023-09-06 01:00:00,6.51,StyleSupplies,Alemanha,69.7,Cremes 3,57,4,Hamburgo,0.6533779982627019
Moda,12.51,16.67,46.35,2023-10-22 01:00:00,2023-11-04 00:00:00,9.78,TechWorld,França,183.23,Vestido 2,23,10,Paris,0.4799646060609476
Moda,12.51,16.67,46.35,2023-07-08 01:00:00,2023-07-13 01:00:00,9.78,TechWorld,França,183.23,Vestido 2,23,9,Paris,0.4799646060609476
Casa,8.5,38.3,46.38,2023-08-19 01:00:00,2023-08-26 01:00:00,2.12,FashionCo,Alemanha,191.39,Tapete 2,47,8,Berlim,0.8667571822940869
Casa,23.06,42.31,46.39,2023-07-01 01:00:00,2023-07-02 01:00:00,9.54,EcoFriendly,Itália,92.78,Panelas 1,37,5,Milão,0.4612658452349545
Casa,23.06,42.31,46.39,2023-08-18 01:00:00,2023-09-02 01:00:00,9.54,EcoFriendly,Itália,92.78,Panelas 1,37,7,Milão,0.4612658452349545
Moda,8.74,27.94,46.39,2023-09-13 01:00:00,2023-09-27 01:00:00,5.08,TechWorld,Itália,79.21,Casaco 1,16,9,Nápoles,0.7206734807571987
Moda,8.74,27.94,46.39,2023-08-09 01:00:00,2023-08-20 01:00:00,5.08,TechWorld,Itália,79.21,Casaco 1,16,1,Nápoles,0.7206734807571987
Moda,8.74,27.94,46.39,2023-07-07 01:00:00,2023-07-17 01:00:00,5.08,TechWorld,Itália,79.21,Casaco 1,16,10,Nápoles,0.7206734807571987
Moda,2.28,5.94,46.41,2023-10-07 01:00:00,2023-10-21 01:00:00,1.48,EcoFriendly,Alemanha,66.35,Camisola 1,13,4,Berlim,0.9237309115846454
Moda,1.27,6.41,46.45,2023-04-07 01:00:00,2023-04-12 01:00:00,4.95,FashionCo,Itália,47.78,Camisola 3,15,7,Nápoles,0.7503298778780212
Moda,1.27,6.41,46.45,2023-03-22 00:00:00,2023-04-06 01:00:00,4.95,FashionCo,Itália,47.78,Camisola 3,15,5,Nápoles,0.7503298778780212
Moda,1.27,6.41,46.45,2023-04-10 01:00:00,2023-04-21 01:00:00,4.95,FashionCo,Itália,47.78,Camisola 3,15,10,Nápoles,0.7503298778780212
Moda,4.77,4.21,46.46,2023-03-19 00:00:00,2023-04-01 01:00:00,0.63,EcoFriendly,Portugal,92.92,Camisola 1,13,9,Porto,0.9623103197559465
Moda,4.29,6.34,46.55,2023-03-18 00:00:00,2023-03-21 00:00:00,6.89,TechWorld,Itália,93.1,Camisola 2,14,7,Nápoles,0.6463121281111168
Moda,4.29,6.34,46.55,2023-08-02 01:00:00,2023-08-14 01:00:00,6.89,TechWorld,Itália,93.1,Camisola 2,14,1,Nápoles,0.6463121281111168
Casa,10.15,34.35,46.59,2023-01-26 00:00:00,2023-01-31 00:00:00,8.92,FashionCo,Alemanha,93.18,Tapete 3,48,6,Hamburgo,0.5214939530187546
Casa,10.15,34.35,46.59,2023-03-15 00:00:00,2023-03-27 01:00:00,8.92,FashionCo,Alemanha,93.18,Tapete 3,48,8,Hamburgo,0.5214939530187546
Beleza,4.48,16.95,46.63,2023-06-10 01:00:00,2023-06-23 01:00:00,0.76,FashionCo,França,89.62,Cremes 3,57,1,Lyon,0.9515394386444465
Beleza,4.48,16.95,46.63,2023-03-22 00:00:00,2023-03-24 00:00:00,0.76,FashionCo,França,89.62,Cremes 3,57,7,Lyon,0.9515394386444465
Beleza,6.52,18.18,46.71,2023-06-20 01:00:00,2023-06-29 01:00:00,1.31,GreenSupplies,Itália,93.42,Cremes 1,55,8,Roma,0.919203054661107
Beleza,6.52,18.18,46.71,2023-06-02 01:00:00,2023-06-15 01:00:00,1.31,GreenSupplies,Itália,93.42,Cremes 1,55,5,Roma,0.919203054661107
Beleza,6.52,18.18,46.71,2023-03-29 01:00:00,2023-04-03 01:00:00,1.31,GreenSupplies,Itália,93.42,Cremes 1,55,7,Roma,0.919203054661107
Moda,6.71,13.36,46.74,2023-10-08 01:00:00,2023-10-12 01:00:00,1.01,EcoFriendly,França,105.17,Calças 2,20,8,Marselha,0.9357843474460539
Moda,6.71,13.36,46.74,2023-10-18 01:00:00,2023-10-21 01:00:00,1.01,EcoFriendly,França,105.17,Calças 2,20,6,Marselha,0.9357843474460539
Moda,5.72,5.31,46.77,2023-08-29 01:00:00,2023-09-11 01:00:00,0.21,GreenSupplies,França,143.85,Sapato 2,11,4,Lyon,0.9812014423730262
Moda,5.72,5.31,46.77,2023-07-13 01:00:00,2023-07-15 01:00:00,0.21,GreenSupplies,França,143.85,Sapato 2,11,6,Lyon,0.9812014423730262
Moda,5.72,5.31,46.77,2023-08-19 01:00:00,2023-08-28 01:00:00,0.21,GreenSupplies,França,143.85,Sapato 2,11,7,Lyon,0.9812014423730262
Beleza,13.67,14.78,46.79,2023-03-16 00:00:00,2023-03-31 01:00:00,6.41,FashionCo,França,149.87,Perfume 2,65,3,Paris,0.6485475505010565
Beleza,13.67,14.78,46.79,2023-08-28 01:00:00,2023-09-09 01:00:00,6.41,FashionCo,França,149.87,Perfume 2,65,3,Paris,0.6485475505010565
Moda,4.21,3.19,46.81,2023-03-17 00:00:00,2023-04-01 01:00:00,5.0,EcoFriendly,Portugal,93.62,Camisola 2,14,6,Porto,0.7431110519812185
Moda,3.34,18.26,46.87,2023-07-01 01:00:00,2023-07-13 01:00:00,9.81,TechWorld,Itália,106.96,Sapato 2,11,4,Nápoles,0.4962656044042739
Beleza,2.91,7.47,46.88,2023-03-04 00:00:00,2023-03-08 00:00:00,3.03,FashionCo,Itália,93.76,Cremes 1,55,8,Nápoles,0.8436080656502911
Beleza,2.91,7.47,46.88,2023-10-11 01:00:00,2023-10-17 01:00:00,3.03,FashionCo,Itália,93.76,Cremes 1,55,10,Nápoles,0.8436080656502911
Beleza,2.91,7.47,46.88,2023-05-14 01:00:00,2023-05-17 01:00:00,3.03,FashionCo,Itália,93.76,Cremes 1,55,8,Nápoles,0.8436080656502911
Beleza,10.75,47.52,46.91,2023-09-27 01:00:00,2023-10-08 01:00:00,8.38,FashionCo,Portugal,111.66,Perfume 1,64,10,Lisboa,0.5426127178136517
Beleza,10.75,47.52,46.91,2023-03-16 00:00:00,2023-03-18 00:00:00,8.38,FashionCo,Portugal,111.66,Perfume 1,64,9,Lisboa,0.5426127178136517
Moda,5.12,5.58,46.96,2023-06-02 01:00:00,2023-06-08 01:00:00,7.15,EcoFriendly,Itália,115.39,Calças 1,19,6,Milão,0.631799748072632
Beleza,8.63,49.29,46.97,2023-02-26 00:00:00,2023-02-28 00:00:00,1.31,StyleSupplies,França,94.86,Perfume 1,64,6,Marselha,0.9032753061885113
Beleza,8.63,49.29,46.97,2023-04-12 01:00:00,2023-04-16 01:00:00,1.31,StyleSupplies,França,94.86,Perfume 1,64,4,Marselha,0.9032753061885113
Eletrónica,61.41,280.29,461.32,2023-09-18 01:00:00,2023-09-26 01:00:00,9.07,TechWorld,Itália,891.01,Televisão 3,6,10,Nápoles,0.31856488320617515
Eletrónica,61.41,280.29,461.32,2023-03-18 00:00:00,2023-03-27 01:00:00,9.07,TechWorld,Itália,891.01,Televisão 3,6,10,Nápoles,0.31856488320617515
Eletrónica,61.41,280.29,461.32,2023-09-22 01:00:00,2023-10-01 01:00:00,9.07,TechWorld,Itália,891.01,Televisão 3,6,3,Nápoles,0.31856488320617515
Eletrónica,81.61,450.32,462.23,2023-09-19 01:00:00,2023-09-29 01:00:00,5.31,TechWorld,França,1456.58,Computador 2,2,10,Paris,0.40400619370533297
Eletrónica,81.61,450.32,462.23,2023-01-17 00:00:00,2023-01-25 00:00:00,5.31,TechWorld,França,1456.58,Computador 2,2,10,Paris,0.40400619370533297
Eletrónica,81.61,450.32,462.23,2023-05-14 01:00:00,2023-05-26 01:00:00,5.31,TechWorld,França,1456.58,Computador 2,2,7,Paris,0.40400619370533297
Eletrónica,62.78,427.57,462.46,2023-06-28 01:00:00,2023-07-07 01:00:00,8.06,StyleSupplies,Espanha,1158.71,Telemóvel 1,7,1,Madrid,0.31147775312335035
Eletrónica,49.83,774.47,462.73,2023-03-05 00:00:00,2023-03-19 00:00:00,7.45,FashionCo,Portugal,1299.52,Computador 3,3,6,Lisboa,0.23792859135253763
Eletrónica,39.21,525.22,464.59,2023-09-30 01:00:00,2023-10-03 01:00:00,1.54,GreenSupplies,Portugal,901.74,Computador 2,2,7,Lisboa,0.6514041884818286
Eletrónica,39.21,525.22,464.59,2023-04-27 01:00:00,2023-05-11 01:00:00,1.54,GreenSupplies,Portugal,901.74,Computador 2,2,7,Lisboa,0.6514041884818286
Eletrónica,39.21,525.22,464.59,2023-10-20 01:00:00,2023-11-01 00:00:00,1.54,GreenSupplies,Portugal,901.74,Computador 2,2,2,Lisboa,0.6514041884818286
Eletrónica,39.21,525.22,464.59,2023-06-20 01:00:00,2023-07-05 01:00:00,1.54,GreenSupplies,Portugal,901.74,Computador 2,2,4,Lisboa,0.6514041884818286
Casa,43.36,101.68,464.75,2023-10-28 01:00:00,2023-10-29 01:00:00,2.5,FashionCo,França,486.46,Mesa 2,53,7,Lyon,0.7537477463169187
Casa,43.36,101.68,464.75,2023-10-25 01:00:00,2023-10-27 01:00:00,2.5,FashionCo,França,486.46,Mesa 2,53,10,Lyon,0.7537477463169187
Eletrónica,64.25,356.51,464.8,2023-01-28 00:00:00,2023-02-08 00:00:00,0.46,StyleSupplies,Espanha,1189.04,Televisão 2,5,2,Sevilha,0.7190679072455954
Eletrónica,64.25,356.51,464.8,2023-09-05 01:00:00,2023-09-17 01:00:00,0.46,StyleSupplies,Espanha,1189.04,Televisão 2,5,2,Sevilha,0.7190679072455954
Eletrónica,56.96,565.21,465.04,2023-09-29 01:00:00,2023-10-06 01:00:00,8.23,GreenSupplies,Espanha,1098.1,Televisão 3,6,3,Madrid,0.2628550219242811
Eletrónica,56.96,565.21,465.04,2023-01-05 00:00:00,2023-01-17 00:00:00,8.23,GreenSupplies,Espanha,1098.1,Televisão 3,6,10,Madrid,0.2628550219242811
Eletrónica,97.27,724.55,465.35,2023-10-25 01:00:00,2023-11-02 00:00:00,0.14,FashionCo,França,849.55,Computador 3,3,8,Marselha,0.5306188610966808
Eletrónica,97.27,724.55,465.35,2023-09-28 01:00:00,2023-10-10 01:00:00,0.14,FashionCo,França,849.55,Computador 3,3,9,Marselha,0.5306188610966808
Eletrónica,70.63,523.81,466.09,2023-09-12 01:00:00,2023-09-24 01:00:00,4.65,StyleSupplies,Espanha,1335.63,Televisão 2,5,1,Madrid,0.43177097464490455
Eletrónica,70.63,523.81,466.09,2023-08-27 01:00:00,2023-08-30 01:00:00,4.65,StyleSupplies,Espanha,1335.63,Televisão 2,5,4,Madrid,0.43177097464490455
Eletrónica,70.63,523.81,466.09,2023-06-24 01:00:00,2023-07-03 01:00:00,4.65,StyleSupplies,Espanha,1335.63,Televisão 2,5,6,Madrid,0.43177097464490455
Eletrónica,30.89,431.63,466.11,2023-01-12 00:00:00,2023-01-20 00:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,4,Milão,0.47499829473341015
Eletrónica,30.89,431.63,466.11,2023-07-06 01:00:00,2023-07-12 01:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,4,Milão,0.47499829473341015
Eletrónica,30.89,431.63,466.11,2023-09-10 01:00:00,2023-09-20 01:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,3,Milão,0.47499829473341015
Eletrónica,30.89,431.63,466.11,2023-07-11 01:00:00,2023-07-20 01:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,9,Milão,0.47499829473341015
Eletrónica,30.89,431.63,466.11,2023-03-25 00:00:00,2023-04-03 01:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,7,Milão,0.47499829473341015
Eletrónica,30.89,431.63,466.11,2023-10-17 01:00:00,2023-10-26 01:00:00,6.06,EcoFriendly,Itália,830.34,Telemóvel 2,8,3,Milão,0.47499829473341015
Eletrónica,19.49,127.87,466.61,2023-03-20 00:00:00,2023-03-27 01:00:00,1.08,FashionCo,Espanha,1186.44,Telemóvel 2,8,4,Barcelona,0.8635547269138624
Eletrónica,19.49,127.87,466.61,2023-09-08 01:00:00,2023-09-11 01:00:00,1.08,FashionCo,Espanha,1186.44,Telemóvel 2,8,2,Barcelona,0.8635547269138624
Eletrónica,19.49,127.87,466.61,2023-10-14 01:00:00,2023-10-27 01:00:00,1.08,FashionCo,Espanha,1186.44,Telemóvel 2,8,2,Barcelona,0.8635547269138624
Eletrónica,69.38,226.76,467.48,2023-01-07 00:00:00,2023-01-13 00:00:00,8.77,TechWorld,França,1760.38,Computador 2,2,5,Marselha,0.33782837587996495
Eletrónica,69.38,226.76,467.48,2023-06-11 01:00:00,2023-06-13 01:00:00,8.77,TechWorld,França,1760.38,Computador 2,2,4,Marselha,0.33782837587996495
Eletrónica,69.38,226.76,467.48,2023-10-27 01:00:00,2023-11-04 00:00:00,8.77,TechWorld,França,1760.38,Computador 2,2,2,Marselha,0.33782837587996495
Eletrónica,69.38,226.76,467.48,2023-03-03 00:00:00,2023-03-12 00:00:00,8.77,TechWorld,França,1760.38,Computador 2,2,9,Marselha,0.33782837587996495
Casa,37.62,147.11,468.38,2023-07-01 01:00:00,2023-07-07 01:00:00,2.63,GreenSupplies,Portugal,936.76,Mesa 1,52,4,Lisboa,0.7416360927559655
Casa,37.62,147.11,468.38,2023-04-01 01:00:00,2023-04-16 01:00:00,2.63,GreenSupplies,Portugal,936.76,Mesa 1,52,5,Lisboa,0.7416360927559655
Casa,37.62,147.11,468.38,2023-02-16 00:00:00,2023-02-23 00:00:00,2.63,GreenSupplies,Portugal,936.76,Mesa 1,52,7,Lisboa,0.7416360927559655
Eletrónica,40.44,563.18,469.05,2023-06-29 01:00:00,2023-07-04 01:00:00,9.65,FashionCo,Alemanha,944.02,Computador 3,3,9,Munique,0.22507339295933892
Eletrónica,40.44,563.18,469.05,2023-07-08 01:00:00,2023-07-22 01:00:00,9.65,FashionCo,Alemanha,944.02,Computador 3,3,2,Munique,0.22507339295933892
Eletrónica,40.44,563.18,469.05,2023-09-06 01:00:00,2023-09-12 01:00:00,9.65,FashionCo,Alemanha,944.02,Computador 3,3,4,Munique,0.22507339295933892
Eletrónica,40.44,563.18,469.05,2023-05-04 01:00:00,2023-05-09 01:00:00,9.65,FashionCo,Alemanha,944.02,Computador 3,3,3,Munique,0.22507339295933892
Eletrónica,40.44,563.18,469.05,2023-03-14 00:00:00,2023-03-28 01:00:00,9.65,FashionCo,Alemanha,944.02,Computador 3,3,5,Munique,0.22507339295933892
Eletrónica,31.93,560.84,469.14,2023-09-14 01:00:00,2023-09-19 01:00:00,1.67,EcoFriendly,França,709.44,Computador 3,3,5,Paris,0.6460713960312152
Casa,38.17,87.44,469.16,2023-04-24 01:00:00,2023-04-29 01:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,9,Hamburgo,0.771035822178016
Casa,38.17,87.44,469.16,2023-10-25 01:00:00,2023-11-08 00:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,5,Hamburgo,0.771035822178016
Casa,38.17,87.44,469.16,2023-05-09 01:00:00,2023-05-15 01:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,2,Hamburgo,0.771035822178016
Casa,38.17,87.44,469.16,2023-02-26 00:00:00,2023-03-08 00:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,10,Hamburgo,0.771035822178016
Casa,38.17,87.44,469.16,2023-10-22 01:00:00,2023-11-06 00:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,1,Hamburgo,0.771035822178016
Casa,38.17,87.44,469.16,2023-03-03 00:00:00,2023-03-13 00:00:00,2.47,StyleSupplies,Alemanha,938.32,Mesa 3,54,1,Hamburgo,0.771035822178016
Eletrónica,59.18,315.84,469.48,2023-09-09 01:00:00,2023-09-12 01:00:00,4.79,FashionCo,Espanha,1546.09,Computador 2,2,4,Sevilha,0.5258451064748446
Eletrónica,59.18,315.84,469.48,2023-07-14 01:00:00,2023-07-25 01:00:00,4.79,FashionCo,Espanha,1546.09,Computador 2,2,7,Sevilha,0.5258451064748446
Eletrónica,59.18,315.84,469.48,2023-01-07 00:00:00,2023-01-11 00:00:00,4.79,FashionCo,Espanha,1546.09,Computador 2,2,10,Sevilha,0.5258451064748446
Moda,8.39,16.92,47.0,2023-04-11 01:00:00,2023-04-16 01:00:00,7.54,StyleSupplies,França,123.89,Sapato 1,10,5,Paris,0.6012750642724309
Moda,1.49,8.66,47.04,2023-03-18 00:00:00,2023-03-21 00:00:00,3.57,FashionCo,Itália,47.87,Camisola 2,14,3,Nápoles,0.8187395549029499
Moda,1.49,8.66,47.04,2023-02-28 00:00:00,2023-03-01 00:00:00,3.57,FashionCo,Itália,47.87,Camisola 2,14,6,Nápoles,0.8187395549029499
Moda,1.49,8.66,47.04,2023-03-04 00:00:00,2023-03-05 00:00:00,3.57,FashionCo,Itália,47.87,Camisola 2,14,6,Nápoles,0.8187395549029499
Moda,1.49,8.66,47.04,2023-02-22 00:00:00,2023-03-06 00:00:00,3.57,FashionCo,Itália,47.87,Camisola 2,14,6,Nápoles,0.8187395549029499
Moda,1.49,8.66,47.04,2023-01-13 00:00:00,2023-01-16 00:00:00,3.57,FashionCo,Itália,47.87,Camisola 2,14,10,Nápoles,0.8187395549029499
Moda,3.76,4.26,47.21,2023-06-10 01:00:00,2023-06-17 01:00:00,8.93,StyleSupplies,Itália,96.36,Camisola 3,15,10,Nápoles,0.5451277235559651
Moda,3.76,4.26,47.21,2023-07-29 01:00:00,2023-08-11 01:00:00,8.93,StyleSupplies,Itália,96.36,Camisola 3,15,6,Nápoles,0.5451277235559651
Moda,3.76,4.26,47.21,2023-02-05 00:00:00,2023-02-13 00:00:00,8.93,StyleSupplies,Itália,96.36,Camisola 3,15,5,Nápoles,0.5451277235559651
Beleza,9.1,5.01,47.25,2023-01-17 00:00:00,2023-01-22 00:00:00,7.63,FashionCo,Espanha,55.43,Cremes 1,55,6,Madrid,0.599779555778343
Beleza,9.1,5.01,47.25,2023-06-12 01:00:00,2023-06-21 01:00:00,7.63,FashionCo,Espanha,55.43,Cremes 1,55,9,Madrid,0.599779555778343
Beleza,9.1,5.01,47.25,2023-09-18 01:00:00,2023-09-21 01:00:00,7.63,FashionCo,Espanha,55.43,Cremes 1,55,4,Madrid,0.599779555778343
Beleza,9.1,5.01,47.25,2023-02-11 00:00:00,2023-02-14 00:00:00,7.63,FashionCo,Espanha,55.43,Cremes 1,55,7,Madrid,0.599779555778343
Beleza,5.34,16.21,47.26,2023-03-18 00:00:00,2023-03-23 00:00:00,7.63,GreenSupplies,Espanha,80.43,Perfume 3,66,4,Madrid,0.6031209180205778
Beleza,5.34,16.21,47.26,2023-10-08 01:00:00,2023-10-19 01:00:00,7.63,GreenSupplies,Espanha,80.43,Perfume 3,66,10,Madrid,0.6031209180205778
Moda,14.96,29.42,47.26,2023-08-11 01:00:00,2023-08-25 01:00:00,4.29,TechWorld,Espanha,177.07,Vestido 1,22,3,Madrid,0.7475263428641306
Moda,14.96,29.42,47.26,2023-06-05 01:00:00,2023-06-08 01:00:00,4.29,TechWorld,Espanha,177.07,Vestido 1,22,3,Madrid,0.7475263428641306
Moda,14.96,29.42,47.26,2023-03-10 00:00:00,2023-03-23 00:00:00,4.29,TechWorld,Espanha,177.07,Vestido 1,22,4,Madrid,0.7475263428641306
Moda,14.96,29.42,47.26,2023-05-21 01:00:00,2023-05-22 01:00:00,4.29,TechWorld,Espanha,177.07,Vestido 1,22,9,Madrid,0.7475263428641306
Moda,14.96,29.42,47.26,2023-03-12 00:00:00,2023-03-15 00:00:00,4.29,TechWorld,Espanha,177.07,Vestido 1,22,7,Madrid,0.7475263428641306
Moda,3.87,2.1,47.33,2023-06-23 01:00:00,2023-06-24 01:00:00,0.95,FashionCo,Alemanha,94.66,Camisola 2,14,8,Berlim,0.9487488476317487
Moda,3.87,2.1,47.33,2023-06-09 01:00:00,2023-06-10 01:00:00,0.95,FashionCo,Alemanha,94.66,Camisola 2,14,4,Berlim,0.9487488476317487
Moda,3.87,2.1,47.33,2023-08-29 01:00:00,2023-09-07 01:00:00,0.95,FashionCo,Alemanha,94.66,Camisola 2,14,6,Berlim,0.9487488476317487
Moda,3.87,2.1,47.33,2023-08-26 01:00:00,2023-08-30 01:00:00,0.95,FashionCo,Alemanha,94.66,Camisola 2,14,10,Berlim,0.9487488476317487
Casa,10.8,26.51,47.33,2023-10-23 01:00:00,2023-10-25 01:00:00,2.58,StyleSupplies,Portugal,194.78,Tapete 2,47,9,Coimbra,0.8433369393299253
Casa,10.8,26.51,47.33,2023-09-16 01:00:00,2023-09-30 01:00:00,2.58,StyleSupplies,Portugal,194.78,Tapete 2,47,2,Coimbra,0.8433369393299253
Casa,10.8,26.51,47.33,2023-09-02 01:00:00,2023-09-16 01:00:00,2.58,StyleSupplies,Portugal,194.78,Tapete 2,47,5,Coimbra,0.8433369393299253
Casa,12.22,16.55,47.33,2023-01-12 00:00:00,2023-01-13 00:00:00,6.29,StyleSupplies,Itália,90.58,Tapete 3,48,5,Roma,0.6568546563397104
Moda,9.71,6.29,47.42,2023-06-03 01:00:00,2023-06-16 01:00:00,9.76,FashionCo,Portugal,56.68,Calças 3,21,4,Coimbra,0.4904978884829372
Beleza,3.41,14.82,47.45,2023-03-24 00:00:00,2023-03-31 01:00:00,7.61,StyleSupplies,Alemanha,89.82,Cremes 3,57,6,Munique,0.6085288679672609
Beleza,3.41,14.82,47.45,2023-04-20 01:00:00,2023-05-01 01:00:00,7.61,StyleSupplies,Alemanha,89.82,Cremes 3,57,3,Munique,0.6085288679672609
Moda,2.97,8.81,47.51,2023-09-01 01:00:00,2023-09-05 01:00:00,8.93,EcoFriendly,França,90.55,Calças 1,19,7,Lyon,0.5450042282720938
Moda,2.97,8.81,47.51,2023-09-13 01:00:00,2023-09-17 01:00:00,8.93,EcoFriendly,França,90.55,Calças 1,19,1,Lyon,0.5450042282720938
Beleza,6.67,19.4,47.52,2023-05-13 01:00:00,2023-05-19 01:00:00,7.57,TechWorld,Itália,95.04,Cremes 1,55,1,Roma,0.6022817709083927
Beleza,6.67,19.4,47.52,2023-01-27 00:00:00,2023-02-04 00:00:00,7.57,TechWorld,Itália,95.04,Cremes 1,55,6,Roma,0.6022817709083927
Beleza,6.67,19.4,47.52,2023-09-19 01:00:00,2023-10-03 01:00:00,7.57,TechWorld,Itália,95.04,Cremes 1,55,5,Roma,0.6022817709083927
Moda,3.92,16.54,47.56,2023-02-02 00:00:00,2023-02-04 00:00:00,7.63,FashionCo,Alemanha,134.92,Calças 2,20,10,Hamburgo,0.6058483132211818
Moda,3.92,16.54,47.56,2023-09-08 01:00:00,2023-09-20 01:00:00,7.63,FashionCo,Alemanha,134.92,Calças 2,20,9,Hamburgo,0.6058483132211818
Casa,9.71,36.4,47.66,2023-10-05 01:00:00,2023-10-15 01:00:00,5.54,GreenSupplies,Portugal,75.07,Tapete 1,46,4,Faro,0.6923141900900496
Casa,9.71,36.4,47.66,2023-09-06 01:00:00,2023-09-14 01:00:00,5.54,GreenSupplies,Portugal,75.07,Tapete 1,46,2,Faro,0.6923141900900496
Casa,9.71,36.4,47.66,2023-05-17 01:00:00,2023-05-22 01:00:00,5.54,GreenSupplies,Portugal,75.07,Tapete 1,46,6,Faro,0.6923141900900496
Moda,2.4,9.2,47.67,2023-06-24 01:00:00,2023-07-06 01:00:00,9.52,EcoFriendly,França,77.66,Sapato 3,12,1,Marselha,0.5162042690160473
Moda,2.4,9.2,47.67,2023-06-21 01:00:00,2023-06-24 01:00:00,9.52,EcoFriendly,França,77.66,Sapato 3,12,6,Marselha,0.5162042690160473
Moda,2.4,9.2,47.67,2023-10-27 01:00:00,2023-10-29 01:00:00,9.52,EcoFriendly,França,77.66,Sapato 3,12,4,Marselha,0.5162042690160473
Beleza,8.27,19.62,47.71,2023-04-25 01:00:00,2023-04-26 01:00:00,2.03,EcoFriendly,Portugal,92.7,Cremes 3,57,3,Lisboa,0.8787842256861595
Beleza,8.27,19.62,47.71,2023-01-24 00:00:00,2023-01-28 00:00:00,2.03,EcoFriendly,Portugal,92.7,Cremes 3,57,8,Lisboa,0.8787842256861595
Moda,5.42,20.5,47.81,2023-07-20 01:00:00,2023-07-31 01:00:00,4.39,StyleSupplies,Portugal,134.17,Casaco 1,16,5,Porto,0.7649845036021428
Moda,3.34,9.96,47.84,2023-04-11 01:00:00,2023-04-16 01:00:00,7.21,EcoFriendly,Itália,95.68,Camisola 3,15,7,Roma,0.6306977857224157
Moda,3.34,9.96,47.84,2023-10-25 01:00:00,2023-11-08 00:00:00,7.21,EcoFriendly,Itália,95.68,Camisola 3,15,5,Roma,0.6306977857224157
Beleza,2.71,17.82,47.85,2023-06-01 01:00:00,2023-06-11 01:00:00,0.2,StyleSupplies,França,95.7,Cremes 2,56,2,Lyon,0.9830495472279545
Beleza,2.71,17.82,47.85,2023-08-09 01:00:00,2023-08-18 01:00:00,0.2,StyleSupplies,França,95.7,Cremes 2,56,5,Lyon,0.9830495472279545
Beleza,2.71,17.82,47.85,2023-04-26 01:00:00,2023-04-29 01:00:00,0.2,StyleSupplies,França,95.7,Cremes 2,56,2,Lyon,0.9830495472279545
Beleza,2.71,17.82,47.85,2023-04-19 01:00:00,2023-04-23 01:00:00,0.2,StyleSupplies,França,95.7,Cremes 2,56,9,Lyon,0.9830495472279545
Moda,4.87,6.58,47.87,2023-05-26 01:00:00,2023-05-27 01:00:00,3.64,TechWorld,Espanha,95.32,Camisola 3,15,5,Madrid,0.8091986942202576
Moda,4.87,6.58,47.87,2023-05-10 01:00:00,2023-05-12 01:00:00,3.64,TechWorld,Espanha,95.32,Camisola 3,15,1,Madrid,0.8091986942202576
Moda,4.87,6.58,47.87,2023-04-04 01:00:00,2023-04-05 01:00:00,3.64,TechWorld,Espanha,95.32,Camisola 3,15,2,Madrid,0.8091986942202576
Moda,4.87,6.58,47.87,2023-04-07 01:00:00,2023-04-14 01:00:00,3.64,TechWorld,Espanha,95.32,Camisola 3,15,5,Madrid,0.8091986942202576
Moda,4.22,2.02,47.88,2023-03-12 00:00:00,2023-03-15 00:00:00,3.99,GreenSupplies,França,95.76,Camisola 1,13,6,Lyon,0.7945407459839937
Moda,4.22,2.02,47.88,2023-07-26 01:00:00,2023-08-09 01:00:00,3.99,GreenSupplies,França,95.76,Camisola 1,13,4,Lyon,0.7945407459839937
