Unnamed: 0.1;Unnamed: 0;Cliente_ID;Detalhes_Reclamações;Histórico_Reclamações;Frequência_Compra;Género;Idade;Método_Pagamento;País;Preferência_Categoria;Score_Fidelidade;sentimento
1666;1666;194778;"Suporte ao cliente fraco; Entrega atrasada";2;Alta;M;65;Cartão de Crédito;Itália;Casa;6;-0.1875
1667;1667;786412;"Qualidade abaixo do esperado; Produto chegou danificado; Reembolso não processado; Produto diferente do pedido";4;Alta;M;20;Débito;França;Eletrónica;9;-0.025
1668;1668;703126;"Produto chegou danificado; Entrega atrasada; Produto diferente do pedido";3;Alta;F;50;Cartão de Crédito;Alemanha;Eletrónica;8;0.0
1669;1669;170027;"Produto diferente do pedido; Entrega atrasada; Suporte ao cliente fraco; Reembolso não processado";4;Média;M;37;Cartão de Crédito;Portugal;Eletrónica;5;-0.09375
1670;1670;608828;"Produto diferente do pedido; Suporte ao cliente fraco; Qualidade abaixo do esperado; Demora na resposta; Reembolso não processado";5;Média;M;58;Débito;Itália;Casa;8;-0.095
1671;1671;282335;Reembolso não processado;1;Baixa;M;26;PayPal;Itália;Beleza;3;0.0
1672;1672;982056;;0;Baixa;M;42;PayPal;Alemanha;Beleza;9;0.0
1673;1673;244362;"Produto diferente do pedido; Demora na resposta; Reembolso não processado";3;Baixa;F;32;Cartão de Crédito;Espanha;Beleza;2;0.0
1674;1674;944977;"Suporte ao cliente fraco; Produto diferente do pedido; Reembolso não processado; Produto chegou danificado; Qualidade abaixo do esperado";5;Baixa;F;47;Cartão de Crédito;Espanha;Eletrónica;10;-0.095
1675;1675;957192;"Produto chegou danificado; Entrega atrasada; Suporte ao cliente fraco";3;Média;M;41;PayPal;Alemanha;Alimentos;3;-0.125
1676;1676;820598;"Reembolso não processado; Qualidade abaixo do esperado; Entrega atrasada";3;Alta;F;24;PayPal;Itália;Beleza;9;-0.03333333333333333
1677;1677;775283;"Produto diferente do pedido; Produto chegou danificado; Suporte ao cliente fraco; Qualidade abaixo do esperado; Reembolso não processado";5;Alta;F;68;Débito;Espanha;Moda;2;-0.095
1678;1678;918737;;0;Baixa;M;48;PayPal;Portugal;Moda;7;0.0
1679;1679;635554;"Produto chegou danificado; Entrega atrasada; Qualidade abaixo do esperado; Suporte ao cliente fraco; Reembolso não processado";5;Alta;M;67;Transferência Bancária;Alemanha;Eletrónica;8;-0.095
1680;1680;735428;"Entrega atrasada; Demora na resposta; Produto diferente do pedido";3;Alta;M;65;Cartão de Crédito;Espanha;Alimentos;1;0.0
1681;1681;538233;"Produto chegou danificado; Entrega atrasada; Suporte ao cliente fraco; Demora na resposta; Produto diferente do pedido";5;Baixa;M;67;PayPal;Itália;Eletrónica;7;-0.075
1682;1682;885320;"Qualidade abaixo do esperado; Entrega atrasada; Reembolso não processado; Suporte ao cliente fraco; Produto diferente do pedido";5;Média;F;53;Débito;Espanha;Beleza;9;-0.095
1683;1683;141902;Reembolso não processado;1;Alta;M;31;Transferência Bancária;Itália;Moda;2;0.0
1684;1684;269015;Entrega atrasada;1;Baixa;F;22;Débito;Alemanha;Eletrónica;8;0.0
1685;1685;764676;"Entrega atrasada; Qualidade abaixo do esperado; Produto chegou danificado; Reembolso não processado; Suporte ao cliente fraco";5;Baixa;F;65;Cartão de Crédito;Espanha;Beleza;6;-0.095
1686;1686;210986;"Entrega atrasada; Produto diferente do pedido; Produto chegou danificado; Suporte ao cliente fraco; Qualidade abaixo do esperado";5;Baixa;M;38;PayPal;Espanha;Beleza;6;-0.095
1687;1687;134694;"Entrega atrasada; Produto chegou danificado; Reembolso não processado; Produto diferente do pedido; Demora na resposta";5;Alta;M;37;PayPal;Alemanha;Eletrónica;5;0.0
1688;1688;995485;"Reembolso não processado; Qualidade abaixo do esperado";2;Alta;M;56;PayPal;Espanha;Eletrónica;3;-0.05
1689;1689;951547;"Produto chegou danificado; Entrega atrasada";2;Média;M;43;Transferência Bancária;Espanha;Moda;1;0.0
1690;1690;396806;"Entrega atrasada; Reembolso não processado; Qualidade abaixo do esperado";3;Média;M;36;Débito;Espanha;Moda;10;-0.03333333333333333
1691;1691;408444;;0;Média;F;59;Débito;Itália;Moda;10;0.0
1692;1692;212468;"Reembolso não processado; Demora na resposta; Suporte ao cliente fraco";3;Alta;F;36;Débito;Alemanha;Casa;7;-0.125
1693;1693;810274;Produto chegou danificado;1;Alta;F;50;Cartão de Crédito;Espanha;Eletrónica;2;0.0
1694;1694;655469;"Suporte ao cliente fraco; Reembolso não processado; Demora na resposta; Qualidade abaixo do esperado";4;Baixa;F;48;Débito;Espanha;Alimentos;3;-0.11875
1695;1695;776068;"Qualidade abaixo do esperado; Entrega atrasada; Produto diferente do pedido";3;Alta;M;70;Cartão de Crédito;Itália;Eletrónica;7;-0.03333333333333333
1696;1696;322751;Produto chegou danificado;1;Alta;M;27;Transferência Bancária;Espanha;Eletrónica;6;0.0
1697;1697;723993;Reembolso não processado;1;Alta;F;49;Cartão de Crédito;França;Alimentos;6;0.0
1698;1698;686582;"Reembolso não processado; Produto diferente do pedido; Qualidade abaixo do esperado; Produto chegou danificado";4;Alta;M;33;Cartão de Crédito;Portugal;Moda;2;-0.025
1699;1699;409978;"Produto chegou danificado; Reembolso não processado; Demora na resposta";3;Baixa;M;18;PayPal;Espanha;Casa;10;0.0
1700;1700;744915;"Reembolso não processado; Suporte ao cliente fraco; Entrega atrasada";3;Média;M;48;Cartão de Crédito;Portugal;Alimentos;7;-0.125
1701;1701;758070;"Qualidade abaixo do esperado; Produto chegou danificado; Demora na resposta; Reembolso não processado";4;Baixa;F;52;Transferência Bancária;Itália;Casa;7;-0.025
1702;1702;495300;Demora na resposta;1;Alta;M;62;PayPal;Alemanha;Beleza;4;0.0
1703;1703;637879;"Produto diferente do pedido; Reembolso não processado; Produto chegou danificado; Entrega atrasada; Demora na resposta";5;Baixa;M;43;PayPal;Alemanha;Alimentos;6;0.0
1704;1704;257108;"Demora na resposta; Qualidade abaixo do esperado; Entrega atrasada; Reembolso não processado; Suporte ao cliente fraco";5;Alta;F;18;Cartão de Crédito;Portugal;Alimentos;10;-0.095
1705;1705;151152;"Qualidade abaixo do esperado; Produto diferente do pedido; Demora na resposta; Suporte ao cliente fraco";4;Média;F;45;Transferência Bancária;Alemanha;Eletrónica;9;-0.11875
1706;1706;427679;;0;Alta;F;43;Cartão de Crédito;Itália;Beleza;8;0.0
1707;1707;705018;"Demora na resposta; Produto diferente do pedido; Produto chegou danificado";3;Alta;F;38;Transferência Bancária;França;Alimentos;5;0.0
1708;1708;700008;;0;Alta;F;40;Débito;França;Alimentos;6;0.0
1709;1709;849717;"Produto chegou danificado; Produto diferente do pedido";2;Alta;M;34;Cartão de Crédito;França;Casa;1;0.0
1710;1710;902685;Produto chegou danificado;1;Alta;M;20;Transferência Bancária;Alemanha;Casa;4;0.0
1711;1711;242822;"Produto diferente do pedido; Suporte ao cliente fraco; Reembolso não processado; Demora na resposta";4;Baixa;F;30;Débito;Itália;Eletrónica;3;-0.09375
1712;1712;511048;Produto diferente do pedido;1;Baixa;F;55;Transferência Bancária;Espanha;Eletrónica;6;0.0
1713;1713;913792;Suporte ao cliente fraco;1;Baixa;F;69;Débito;Portugal;Moda;8;-0.375
1714;1714;837556;"Produto chegou danificado; Suporte ao cliente fraco; Qualidade abaixo do esperado";3;Alta;M;25;Cartão de Crédito;Portugal;Casa;5;-0.15833333333333333
1715;1715;402820;"Demora na resposta; Suporte ao cliente fraco; Qualidade abaixo do esperado; Entrega atrasada; Reembolso não processado";5;Média;M;56;Débito;Itália;Eletrónica;6;-0.095
1716;1716;191409;Entrega atrasada;1;Média;F;21;PayPal;França;Eletrónica;4;0.0
1717;1717;423828;"Entrega atrasada; Qualidade abaixo do esperado; Suporte ao cliente fraco";3;Alta;F;55;Cartão de Crédito;Itália;Beleza;10;-0.15833333333333333
1718;1718;579545;;0;Alta;F;44;Cartão de Crédito;França;Eletrónica;1;0.0
1719;1719;808631;Qualidade abaixo do esperado;1;Média;F;35;Cartão de Crédito;Portugal;Eletrónica;10;-0.1
1720;1720;807962;"Demora na resposta; Suporte ao cliente fraco";2;Média;F;65;Débito;França;Casa;7;-0.1875
1721;1721;252911;"Suporte ao cliente fraco; Qualidade abaixo do esperado; Entrega atrasada; Produto chegou danificado; Reembolso não processado";5;Média;M;33;Cartão de Crédito;França;Moda;5;-0.095
1722;1722;106479;;0;Média;F;69;PayPal;Portugal;Beleza;7;0.0
1723;1723;431856;"Produto chegou danificado; Reembolso não processado";2;Baixa;F;27;Débito;Portugal;Casa;5;0.0
1724;1724;758272;"Qualidade abaixo do esperado; Produto diferente do pedido; Entrega atrasada";3;Alta;M;56;Débito;Itália;Moda;4;-0.03333333333333333
1725;1725;285343;"Qualidade abaixo do esperado; Produto chegou danificado; Entrega atrasada; Produto diferente do pedido; Demora na resposta";5;Alta;F;30;Cartão de Crédito;Espanha;Alimentos;10;-0.02
1726;1726;620753;;0;Média;M;39;Débito;Portugal;Beleza;1;0.0
1727;1727;759951;"Demora na resposta; Reembolso não processado";2;Média;F;38;PayPal;Portugal;Alimentos;5;0.0
1728;1728;151535;Produto chegou danificado;1;Média;M;68;Transferência Bancária;França;Casa;3;0.0
1729;1729;523749;"Suporte ao cliente fraco; Qualidade abaixo do esperado; Produto chegou danificado";3;Baixa;M;63;PayPal;França;Alimentos;4;-0.15833333333333333
1730;1730;700206;"Entrega atrasada; Qualidade abaixo do esperado; Reembolso não processado; Produto chegou danificado";4;Média;F;33;PayPal;França;Moda;7;-0.025
1731;1731;943887;;0;Baixa;F;58;Débito;Portugal;Moda;5;0.0
1732;1732;531279;"Entrega atrasada; Produto diferente do pedido";2;Baixa;F;64;PayPal;Itália;Moda;6;0.0
1733;1733;146379;"Demora na resposta; Produto chegou danificado; Qualidade abaixo do esperado; Entrega atrasada";4;Média;M;32;Transferência Bancária;Portugal;Beleza;5;-0.025
1734;1734;143025;"Produto diferente do pedido; Suporte ao cliente fraco; Produto chegou danificado";3;Média;M;42;Débito;Itália;Eletrónica;6;-0.125
1735;1735;645675;"Produto chegou danificado; Demora na resposta";2;Baixa;M;34;Cartão de Crédito;Portugal;Beleza;9;0.0
1736;1736;301165;"Qualidade abaixo do esperado; Produto diferente do pedido; Demora na resposta; Entrega atrasada";4;Baixa;M;54;PayPal;Portugal;Alimentos;8;-0.025
1737;1737;143928;"Suporte ao cliente fraco; Demora na resposta; Produto chegou danificado; Reembolso não processado";4;Alta;M;64;PayPal;Portugal;Eletrónica;3;-0.09375
1738;1738;215848;"Demora na resposta; Produto diferente do pedido; Entrega atrasada; Suporte ao cliente fraco";4;Baixa;M;45;PayPal;Espanha;Casa;3;-0.09375
1739;1739;801280;"Produto diferente do pedido; Produto chegou danificado; Suporte ao cliente fraco";3;Média;F;42;Transferência Bancária;França;Beleza;9;-0.125
1740;1740;405212;"Reembolso não processado; Produto chegou danificado";2;Média;M;62;Transferência Bancária;Alemanha;Alimentos;8;0.0
1741;1741;158836;;0;Média;M;51;Débito;Portugal;Eletrónica;4;0.0
1742;1742;361532;"Suporte ao cliente fraco; Produto diferente do pedido";2;Média;F;32;Cartão de Crédito;Itália;Casa;6;-0.1875
1743;1743;801103;"Demora na resposta; Reembolso não processado";2;Média;M;66;Cartão de Crédito;Portugal;Moda;6;0.0
1744;1744;882812;"Qualidade abaixo do esperado; Suporte ao cliente fraco";2;Média;F;63;PayPal;Portugal;Alimentos;7;-0.2375
1745;1745;856555;"Suporte ao cliente fraco; Produto chegou danificado";2;Média;F;33;Débito;França;Eletrónica;9;-0.1875
1746;1746;784799;"Reembolso não processado; Entrega atrasada; Qualidade abaixo do esperado; Demora na resposta";4;Alta;F;54;PayPal;Portugal;Moda;10;-0.025
1747;1747;630048;"Produto chegou danificado; Reembolso não processado; Entrega atrasada; Demora na resposta";4;Alta;F;65;PayPal;Portugal;Casa;2;0.0
1748;1748;879943;"Suporte ao cliente fraco; Produto diferente do pedido; Qualidade abaixo do esperado; Demora na resposta; Produto chegou danificado";5;Média;F;55;Transferência Bancária;Itália;Beleza;9;-0.095
1749;1749;536467;"Suporte ao cliente fraco; Demora na resposta; Produto chegou danificado; Produto diferente do pedido; Qualidade abaixo do esperado";5;Média;M;52;Cartão de Crédito;França;Eletrónica;10;-0.095
1750;1750;701764;;0;Alta;M;21;Transferência Bancária;Itália;Eletrónica;7;0.0
1751;1751;624373;Entrega atrasada;1;Baixa;M;62;PayPal;Espanha;Alimentos;4;0.0
1752;1752;298360;"Demora na resposta; Suporte ao cliente fraco; Entrega atrasada; Produto diferente do pedido";4;Alta;M;57;Transferência Bancária;Espanha;Beleza;8;-0.09375
1753;1753;147816;"Produto chegou danificado; Entrega atrasada; Demora na resposta; Suporte ao cliente fraco; Produto diferente do pedido";5;Baixa;F;35;PayPal;Portugal;Casa;2;-0.075
1754;1754;327496;"Demora na resposta; Qualidade abaixo do esperado";2;Alta;M;29;Cartão de Crédito;Espanha;Beleza;10;-0.05
1755;1755;391469;"Produto chegou danificado; Entrega atrasada; Suporte ao cliente fraco";3;Alta;M;31;Transferência Bancária;Portugal;Casa;8;-0.125
1756;1756;872521;;0;Média;F;50;Transferência Bancária;Alemanha;Moda;8;0.0
1757;1757;448789;;0;Alta;M;38;Transferência Bancária;Alemanha;Eletrónica;8;0.0
1758;1758;322501;"Demora na resposta; Produto diferente do pedido";2;Alta;M;40;Cartão de Crédito;Itália;Alimentos;8;0.0
1759;1759;209757;Produto diferente do pedido;1;Média;F;39;Transferência Bancária;Itália;Alimentos;1;0.0
1760;1760;310800;"Produto chegou danificado; Qualidade abaixo do esperado";2;Alta;F;29;Transferência Bancária;Espanha;Casa;7;-0.05
1761;1761;938632;;0;Média;F;64;Cartão de Crédito;França;Moda;10;0.0
1762;1762;504442;"Suporte ao cliente fraco; Entrega atrasada; Reembolso não processado";3;Alta;F;41;Transferência Bancária;Alemanha;Moda;2;-0.125
1763;1763;733140;"Reembolso não processado; Demora na resposta; Qualidade abaixo do esperado; Produto chegou danificado";4;Alta;M;65;Débito;Itália;Beleza;5;-0.025
1764;1764;626054;"Produto chegou danificado; Qualidade abaixo do esperado; Entrega atrasada";3;Baixa;F;46;Transferência Bancária;França;Beleza;10;-0.03333333333333333
1765;1765;970004;;0;Média;M;26;Débito;Portugal;Alimentos;8;0.0
1766;1766;982787;Produto chegou danificado;1;Alta;F;51;Cartão de Crédito;Itália;Beleza;1;0.0
1767;1767;497700;"Demora na resposta; Entrega atrasada; Reembolso não processado; Suporte ao cliente fraco; Produto diferente do pedido";5;Baixa;M;69;PayPal;Espanha;Eletrónica;3;-0.075
1768;1768;755738;"Reembolso não processado; Produto chegou danificado; Demora na resposta";3;Baixa;M;53;PayPal;França;Casa;10;0.0
1769;1769;892841;"Entrega atrasada; Suporte ao cliente fraco";2;Alta;M;67;PayPal;Portugal;Alimentos;4;-0.1875
1770;1770;348850;"Qualidade abaixo do esperado; Entrega atrasada";2;Alta;F;48;PayPal;França;Eletrónica;9;-0.05
1771;1771;518306;"Reembolso não processado; Entrega atrasada; Produto chegou danificado; Qualidade abaixo do esperado";4;Média;M;36;Transferência Bancária;Portugal;Beleza;6;-0.025
1772;1772;893985;Suporte ao cliente fraco;1;Média;M;67;Transferência Bancária;França;Beleza;10;-0.375
1773;1773;350810;;0;Alta;F;52;Cartão de Crédito;França;Eletrónica;10;0.0
1774;1774;655874;"Reembolso não processado; Demora na resposta";2;Baixa;M;37;Transferência Bancária;Alemanha;Beleza;5;0.0
1775;1775;435442;"Entrega atrasada; Reembolso não processado; Produto diferente do pedido";3;Alta;F;48;Débito;Espanha;Alimentos;10;0.0
1776;1776;394912;"Reembolso não processado; Qualidade abaixo do esperado; Produto diferente do pedido; Produto chegou danificado";4;Baixa;F;53;Cartão de Crédito;Portugal;Beleza;8;-0.025
1777;1777;916337;"Entrega atrasada; Produto chegou danificado";2;Média;M;46;Cartão de Crédito;Portugal;Beleza;5;0.0
1778;1778;998843;"Produto diferente do pedido; Suporte ao cliente fraco; Produto chegou danificado; Demora na resposta; Reembolso não processado";5;Alta;M;19;Débito;França;Beleza;5;-0.075
1779;1779;635002;Produto diferente do pedido;1;Baixa;M;62;Transferência Bancária;Itália;Beleza;9;0.0
1780;1780;803517;"Produto diferente do pedido; Suporte ao cliente fraco; Produto chegou danificado";3;Baixa;M;36;Débito;Espanha;Moda;3;-0.125
1781;1781;733138;"Reembolso não processado; Qualidade abaixo do esperado; Produto diferente do pedido; Suporte ao cliente fraco; Demora na resposta";5;Baixa;F;19;Cartão de Crédito;Espanha;Moda;8;-0.095
1782;1782;317354;"Entrega atrasada; Suporte ao cliente fraco";2;Baixa;M;21;Cartão de Crédito;Portugal;Casa;4;-0.1875
1783;1783;557606;Produto diferente do pedido;1;Alta;M;69;Transferência Bancária;Portugal;Eletrónica;2;0.0
1784;1784;632304;"Produto chegou danificado; Qualidade abaixo do esperado; Suporte ao cliente fraco";3;Média;F;23;Transferência Bancária;França;Eletrónica;7;-0.15833333333333333
1785;1785;104719;"Produto chegou danificado; Demora na resposta; Qualidade abaixo do esperado";3;Média;F;70;PayPal;Itália;Alimentos;10;-0.03333333333333333
1786;1786;385419;;0;Alta;M;69;Cartão de Crédito;França;Moda;9;0.0
1787;1787;435028;"Reembolso não processado; Produto diferente do pedido; Entrega atrasada; Demora na resposta; Qualidade abaixo do esperado";5;Alta;M;36;Cartão de Crédito;Espanha;Alimentos;10;-0.02
1788;1788;988748;Suporte ao cliente fraco;1;Alta;M;25;Débito;Espanha;Alimentos;2;-0.375
1789;1789;618725;;0;Baixa;M;65;Cartão de Crédito;Portugal;Alimentos;6;0.0
1790;1790;270340;"Qualidade abaixo do esperado; Produto chegou danificado; Reembolso não processado";3;Alta;F;65;Débito;Portugal;Eletrónica;4;-0.03333333333333333
1791;1791;321803;"Reembolso não processado; Qualidade abaixo do esperado; Entrega atrasada; Produto chegou danificado";4;Média;F;27;Transferência Bancária;Itália;Beleza;9;-0.025
1792;1792;840606;"Demora na resposta; Suporte ao cliente fraco; Produto diferente do pedido";3;Média;F;44;Cartão de Crédito;Itália;Moda;2;-0.125
1793;1793;844624;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Demora na resposta; Produto diferente do pedido";4;Alta;F;35;Cartão de Crédito;Portugal;Beleza;5;-0.11875
1794;1794;768440;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Produto diferente do pedido; Reembolso não processado; Produto chegou danificado";5;Baixa;M;28;Cartão de Crédito;Alemanha;Casa;4;-0.095
1795;1795;519685;"Reembolso não processado; Suporte ao cliente fraco; Produto diferente do pedido";3;Alta;F;58;PayPal;Alemanha;Eletrónica;9;-0.125
1796;1796;562444;"Demora na resposta; Produto diferente do pedido";2;Baixa;M;66;Cartão de Crédito;França;Alimentos;1;0.0
1797;1797;960604;"Produto diferente do pedido; Entrega atrasada; Demora na resposta; Reembolso não processado";4;Baixa;F;39;Débito;Espanha;Eletrónica;1;0.0
1798;1798;232426;"Produto chegou danificado; Produto diferente do pedido; Suporte ao cliente fraco; Demora na resposta";4;Baixa;M;26;PayPal;Alemanha;Beleza;7;-0.09375
1799;1799;932875;"Suporte ao cliente fraco; Demora na resposta; Entrega atrasada; Qualidade abaixo do esperado; Produto chegou danificado";5;Média;F;18;PayPal;Portugal;Eletrónica;3;-0.095
1800;1800;116326;;0;Alta;F;50;Débito;Espanha;Moda;8;0.0
1801;1801;868620;"Suporte ao cliente fraco; Reembolso não processado; Demora na resposta; Qualidade abaixo do esperado; Produto chegou danificado";5;Alta;F;32;Débito;Alemanha;Eletrónica;7;-0.095
1802;1802;927393;Entrega atrasada;1;Alta;F;59;Transferência Bancária;Portugal;Eletrónica;5;0.0
1803;1803;247025;"Qualidade abaixo do esperado; Demora na resposta";2;Média;F;63;Cartão de Crédito;França;Beleza;6;-0.05
1804;1804;779394;"Demora na resposta; Produto chegou danificado; Qualidade abaixo do esperado; Suporte ao cliente fraco; Entrega atrasada";5;Média;F;23;Transferência Bancária;Portugal;Casa;4;-0.095
1805;1805;170966;Qualidade abaixo do esperado;1;Média;M;69;Débito;Espanha;Beleza;9;-0.1
1806;1806;783519;"Produto chegou danificado; Produto diferente do pedido";2;Baixa;F;32;Transferência Bancária;França;Beleza;8;0.0
1807;1807;365493;"Produto chegou danificado; Suporte ao cliente fraco; Produto diferente do pedido; Entrega atrasada";4;Média;M;62;PayPal;Itália;Moda;3;-0.09375
1808;1808;134837;Produto diferente do pedido;1;Alta;M;19;PayPal;Alemanha;Casa;7;0.0
1809;1809;648910;Produto diferente do pedido;1;Alta;M;56;PayPal;Espanha;Eletrónica;1;0.0
1810;1810;721494;;0;Média;M;51;Débito;França;Alimentos;5;0.0
1811;1811;795964;Suporte ao cliente fraco;1;Baixa;F;68;Débito;Portugal;Alimentos;4;-0.375
1812;1812;313462;"Qualidade abaixo do esperado; Reembolso não processado; Suporte ao cliente fraco; Demora na resposta; Produto chegou danificado";5;Alta;M;52;PayPal;Espanha;Eletrónica;9;-0.095
1813;1813;356513;"Produto diferente do pedido; Entrega atrasada; Produto chegou danificado; Suporte ao cliente fraco; Qualidade abaixo do esperado";5;Baixa;F;38;Débito;Espanha;Moda;1;-0.095
1814;1814;424911;Suporte ao cliente fraco;1;Média;M;58;Transferência Bancária;Espanha;Beleza;4;-0.375
1815;1815;328997;"Demora na resposta; Qualidade abaixo do esperado";2;Média;F;57;Cartão de Crédito;Itália;Eletrónica;2;-0.05
1816;1816;374447;"Produto diferente do pedido; Produto chegou danificado";2;Média;M;35;Transferência Bancária;Itália;Alimentos;9;0.0
1817;1817;861474;"Entrega atrasada; Produto chegou danificado; Qualidade abaixo do esperado; Produto diferente do pedido";4;Média;F;27;Débito;Espanha;Eletrónica;3;-0.025
1818;1818;115906;"Demora na resposta; Produto chegou danificado";2;Alta;F;39;Débito;França;Beleza;2;0.0
1819;1819;381412;"Reembolso não processado; Qualidade abaixo do esperado";2;Baixa;F;63;Débito;Itália;Casa;9;-0.05
1820;1820;237142;"Produto diferente do pedido; Demora na resposta; Reembolso não processado; Suporte ao cliente fraco; Entrega atrasada";5;Média;M;33;PayPal;Espanha;Casa;7;-0.075
1821;1821;310585;Suporte ao cliente fraco;1;Baixa;M;43;Transferência Bancária;Itália;Beleza;6;-0.375
1822;1822;453090;;0;Baixa;F;25;Transferência Bancária;Itália;Eletrónica;6;0.0
1823;1823;547082;"Reembolso não processado; Qualidade abaixo do esperado";2;Alta;M;49;Transferência Bancária;Alemanha;Moda;10;-0.05
1824;1824;323549;"Entrega atrasada; Produto diferente do pedido; Produto chegou danificado";3;Média;M;61;Transferência Bancária;Espanha;Casa;3;0.0
1825;1825;982388;"Produto diferente do pedido; Reembolso não processado; Suporte ao cliente fraco";3;Alta;M;59;PayPal;Itália;Eletrónica;5;-0.125
1826;1826;558101;Entrega atrasada;1;Alta;M;41;PayPal;Espanha;Beleza;2;0.0
1827;1827;935072;"Qualidade abaixo do esperado; Entrega atrasada";2;Alta;M;54;Débito;França;Casa;3;-0.05
1828;1828;180743;Qualidade abaixo do esperado;1;Média;F;30;Transferência Bancária;Alemanha;Casa;7;-0.1
1829;1829;878668;"Demora na resposta; Produto chegou danificado; Reembolso não processado";3;Média;M;40;PayPal;França;Casa;5;0.0
1830;1830;430317;"Reembolso não processado; Produto diferente do pedido; Demora na resposta; Suporte ao cliente fraco; Qualidade abaixo do esperado";5;Baixa;F;68;Cartão de Crédito;França;Eletrónica;4;-0.095
1831;1831;236847;Suporte ao cliente fraco;1;Alta;F;30;Débito;Espanha;Moda;8;-0.375
1832;1832;995030;"Produto chegou danificado; Demora na resposta; Suporte ao cliente fraco; Entrega atrasada";4;Baixa;M;23;Débito;França;Beleza;1;-0.09375
1833;1833;877877;Demora na resposta;1;Média;F;55;Débito;Espanha;Beleza;9;0.0
1834;1834;499036;"Suporte ao cliente fraco; Produto diferente do pedido; Demora na resposta; Entrega atrasada; Produto chegou danificado";5;Alta;M;57;Cartão de Crédito;Portugal;Eletrónica;5;-0.075
1835;1835;834481;"Suporte ao cliente fraco; Produto diferente do pedido; Produto chegou danificado; Reembolso não processado";4;Baixa;F;47;PayPal;Espanha;Moda;6;-0.09375
1836;1836;132465;"Demora na resposta; Produto chegou danificado; Qualidade abaixo do esperado; Reembolso não processado";4;Baixa;F;47;Cartão de Crédito;Portugal;Casa;1;-0.025
1837;1837;619881;;0;Alta;M;57;Transferência Bancária;Itália;Alimentos;10;0.0
1838;1838;438825;;0;Média;F;45;Transferência Bancária;Itália;Alimentos;9;0.0
1839;1839;945468;"Demora na resposta; Produto chegou danificado; Suporte ao cliente fraco; Reembolso não processado; Qualidade abaixo do esperado";5;Alta;M;63;PayPal;Itália;Moda;8;-0.095
1840;1840;382331;"Suporte ao cliente fraco; Demora na resposta; Produto diferente do pedido; Entrega atrasada; Qualidade abaixo do esperado";5;Alta;F;49;PayPal;Alemanha;Beleza;9;-0.095
1841;1841;419689;"Suporte ao cliente fraco; Produto diferente do pedido; Reembolso não processado";3;Média;F;20;PayPal;Itália;Moda;10;-0.125
1842;1842;500301;;0;Baixa;F;20;Transferência Bancária;Espanha;Moda;1;0.0
1843;1843;489798;;0;Baixa;M;22;Débito;Portugal;Casa;2;0.0
1844;1844;109207;;0;Média;M;70;PayPal;Alemanha;Alimentos;6;0.0
1845;1845;325284;"Qualidade abaixo do esperado; Demora na resposta; Produto diferente do pedido; Reembolso não processado";4;Média;M;29;Transferência Bancária;Alemanha;Alimentos;3;-0.025
1846;1846;605163;;0;Alta;F;44;Transferência Bancária;Portugal;Casa;8;0.0
1847;1847;721552;"Produto chegou danificado; Qualidade abaixo do esperado; Reembolso não processado; Entrega atrasada; Suporte ao cliente fraco";5;Alta;M;37;Transferência Bancária;Espanha;Beleza;6;-0.095
1848;1848;138947;"Produto diferente do pedido; Suporte ao cliente fraco";2;Baixa;M;19;Transferência Bancária;Portugal;Moda;8;-0.1875
1849;1849;944573;"Suporte ao cliente fraco; Reembolso não processado; Demora na resposta";3;Alta;M;60;PayPal;Itália;Eletrónica;5;-0.125
1850;1850;123641;"Produto chegou danificado; Reembolso não processado; Suporte ao cliente fraco; Produto diferente do pedido; Demora na resposta";5;Alta;F;63;Transferência Bancária;Alemanha;Eletrónica;7;-0.075
1851;1851;874925;"Qualidade abaixo do esperado; Suporte ao cliente fraco; Produto chegou danificado";3;Média;F;61;Débito;Espanha;Alimentos;2;-0.15833333333333333
1852;1852;654869;"Qualidade abaixo do esperado; Reembolso não processado; Entrega atrasada";3;Alta;M;51;Cartão de Crédito;Portugal;Moda;10;-0.03333333333333333
1853;1853;809568;"Entrega atrasada; Reembolso não processado";2;Média;M;53;Cartão de Crédito;França;Alimentos;4;0.0
1854;1854;489956;Qualidade abaixo do esperado;1;Média;F;37;Transferência Bancária;França;Beleza;1;-0.1
1855;1855;675698;"Entrega atrasada; Produto chegou danificado";2;Baixa;M;33;Débito;Itália;Casa;3;0.0
1856;1856;497815;;0;Baixa;F;47;PayPal;Portugal;Casa;8;0.0
1857;1857;596930;"Produto chegou danificado; Reembolso não processado; Qualidade abaixo do esperado; Suporte ao cliente fraco; Demora na resposta";5;Baixa;M;36;Débito;Itália;Alimentos;10;-0.095
1858;1858;299759;"Demora na resposta; Entrega atrasada; Suporte ao cliente fraco";3;Alta;M;38;Transferência Bancária;Itália;Moda;9;-0.125
1859;1859;803656;;0;Alta;F;60;Transferência Bancária;Alemanha;Alimentos;1;0.0
1860;1860;828334;;0;Baixa;F;19;PayPal;Itália;Casa;10;0.0
1861;1861;122824;;0;Baixa;M;51;Transferência Bancária;Espanha;Beleza;1;0.0
1862;1862;296811;"Demora na resposta; Entrega atrasada; Qualidade abaixo do esperado; Reembolso não processado";4;Alta;F;40;Cartão de Crédito;França;Beleza;9;-0.025
